"id	text	user.favourites_count	user.id	lang	user.followers_count	user.verified	truncated",,
"593891129835319300	@danielmancip yes nationalist don't vote snp won't vote snp however unionist nationalist 	766.0	152590861	en	660	False	False",,
"593891131701784576	@johnmcternan @lenathehyena @uklabour @ed_miliband try going queen form gov fewer mps tories deal place. 	391.0	181710337	en	2143	False	False",,
"593891133706612737	@simonk133 @roadto326 still think tories nose front. 	185.0	229881862	en	708	False	False",,
"593891122541240320	watch: miliband trips stage following question time leaders special 	5.0	2768062344	en	492	False	False",,
"593891133782102016	'nodded' keeping austerity formula. surprised didn't expand. 	11293.0	267348157	en	19819	True	False",,
"593891123183099906	miliband fell stage... going run country?!?!?!???? 	953.0	363838141	en	199	False	False",,
"593891121194995712	fair point...... 	83.0	19286879	en	662	False	False",,
"593891129835319300	@danielmancip yes nationalist don't vote snp won't vote snp however unionist nationalist 	766.0	152590861	en	660	False	False",,
"593891131701784576	@johnmcternan @lenathehyena @uklabour @ed_miliband try going queen form gov fewer mps tories deal place. 	391.0	181710337	en	2143	False	False",,
"593891136856522752	""@mrjamesmack conceivable situation could snp vote labour (bar trident) without compromising """"locking tories out""""? ""	7364.0	132488742	en	4095	False	False",,
"593891137502486528	surprise #ukip “@perform: 	171.0	19438874	en	118	False	False",,
"593891137372422144	@johnhemming4mp forgot copy @jessphillips one. ops. fair chance rebuttal. figs pretty clear: @libdem record better :) 	1627.0	3089457348	en	150	False	False",,
"593891137611530240	daft fucker given ukip bigots internet password tonight. licking screens type! 	515.0	20644148	en	1654	False	False",,
"593891137905152002	endeth union! @the45storm @jimforscotland @ed_miliband 	381.0	623199094	en	201	False	False",,
"593891138521694208	vote stop #alexsalmond's crazy political career plan ruin country #referendum #snp #alexsalmond 	0.0	2214487806	en	128 	False	False",,
"593891138798538754	tonight's question time special cameron milliband &amp; clegg ideal moment couple games bullshit bingo. 	9.0	44975982	en	26	False	False",,
"593891139222142977	@andrewcoleman1 @bbcjamescook @nicolasturgeon said would milliband saying he'd rather tory govt snp backing #redtories? 	241.0	1566348276	en	5	False	False",,
"593891139775799296	""dc face every occasion? like ham actors """"b"""" movie. ""	3197.0	476178648	en	72	False	False",,
"593891140585291776	someone going grimly disappointedly go vote labour time round please @ed_miliband stop ruling snp deals. 	820.0	63112703	en	915	False	False",,
"593891141214445568	@cigar117 farage carswell likely maybe 1 2 others. need strong showing orange book lib dems. clegg looks like gonner. 	831.0	148893653	en	517	False	False",,
"593891141302484993	david cameron's father left assets offshore tax family 	693.0	246218218	en	639	False	False",,
"593891141990383616	@yetigcreature @royhendo nobody ukip want cosy tories labour snp know this. 	63.0	61260065	en	6646	False	False",,
"593891141914894337	kezia doll stop making pure clown hen !!! #snp 	667.0	311013749	en	4397	False	False",,
"593891142762106880	reeeeally cannot stand david cameron 	1427.0	331841999	en	184	False	False",,
"593891143114448898	@thimbleofgrace ukip policy agree with? 	2.0	260718048	en	285	False	False",,
"593891143781322752	@ed_miliband forget coalition would disaster snp.you'll need votes realistic .if agree-what's problem? 	11.0	312260372	en	9	False	False",,
"593891145157091330	keep acting like alex salmond still leader snp? must cause shitting boss sturgeon 	9951.0	30663751	en	4687	False	False",,
"593891147438804992	@graceymurph safe vote snp tories won't get tories get loads ukip voters scared snp 	5333.0	282239501	en	537	False	False",,
"593891146939629569	@naebd y'know tories voting supply bills. like one time. 	77.0	281191949	en	29	False	False",,
"593891149041037312	@garrynewman audience's time nick clegg irritating. heckled rather asking important policy questions. 	50.0	251143143	en	38	False	False",,
"593891149397553152	@vauseswans mum... d.... ukip 	2023.0	2563977368	en	604	False	False",,
"593891150517432320	miliband form minority government without kind tacit deal snp? 	10261.0	31744602	en	1205	False	False",,
"593891152312537088	@james_askwith @themockneyrebel @scottieh419 #ukip ppcs either silent asked refuse endorse party stands 	1.0	2834451297	en	2	False	False",,
"593891152249622529	pundits talking reaction #bbcqt audience ludicrous. bbc's admission half tories &amp; libdens 	97.0	49682880	en	9779	True	False",,
"593891152186609664	@shauntberry @telegraph wasn't fair. asked non-dorm? cameron clegg? fucking stacked. 	5171.0	2691299250	en	86	False	False",,
"593891153243709441	@blowmonkey1 @thesnp deals coalition quite clear. way keep tories vote #scottishlabour way. 	2402.0	522621355	en	2814	False	False",,
"593891155676389377	#election2015 nick clegg risks losing seat general election 	1.0	3091720035	en	39	False	False",,
"593891157802917888	cameron's lies detail... 	39.0	707211553	en	231	False	False",,
"593891157546926080	miliband stumbles cameron dodges 	0.0	323685593	en	294	False	False",,
"593891279106355200	@chunkymark @owenjones84 lab going torys keys downing st keep snp. can't blame snp folks sell yous out😂 	155.0	81104565	en	1185	False	False",,
"593891279542550528	""@thelastleg russell forces miliband say """"hapax mogolgnon"""" #milibrand ""	29.0	2725672799	en	7	False	False",,
"593891279701946368	#suzanne evans lady little gem. straight talking intelligent fierce ukip warrior. see get. love honesty. 	886.0	247219290	en	710	False	False",,
"593891280243003392	misinformed.if actually want learn ukip feel free. 	12311.0	23804708	en	1497	False	False",,
"593891281610346497	even inspector gadget could find dignity fam 	38242.0	18735523	en	1575	False	False",,
"593891282507948032	@davidbush agree on. border scotland? safe tory seat seen tory candidate /shrug ukip/ld busy 	82.0	198534138	en	20	False	False",,
"593891282965176320	@jameslee42 @steverholmes snp won't abstain left-leaning programme minority govt. they'd crucified scotland. 	67.0	506454870	en	521	False	False",,
"593891283778822144	miliband doesn't think last labour government overspent way party trusted economy 	1674.0	2472150724	en	115	False	False",,
"593891284747563008	#politics: bbc question time sketch: david cameron v miliband... liam byrne: spe... via 	49.0	2594358360	en	559	False	False",,
"593891285037101056	david cameron confidant promotes forced depopulation muslims europe via @writersofcolour 	5643.0	1561448815	en	20585	False	False",,
"593891287142535168	#politics: bbc question time: miliband savaged economic record: miliband the... via 	49.0	2594358360	en	559	False	False",,
"593891287285137408	leaders dealt tv grilling: carole walker gives verdict david cameron nick clegg mi... 	72.0	213072084	en	14899	False	False",,
"593891287721517056	“@msmithsonpb: figures tonight's yougov/sun poll : con 34% lab 35% ld 8% ukip 12% grn 5%” spin @toadmeister total tit. 	663.0	14175042	en	266	False	False",,
"593891288677777408	wish david cameron asked member audience ostrich #bbcqt 	1731.0	19681383	en	608	False	False",,
"593891288996384769	""""""david cameron: smooth smiley unconvincing"""" #bbcqt ""	4220.0	272012514	en	773	False	False",,
"593891290040967169	@bbcnickrobinson @ed_miliband nickwill spending election night camerons? blatent tory bias night. 	1533.0	1322926249	en	278	False	False",,
"593891289902354432	snp leader faces audience questions: nicola sturgeon grilled snp's role westminster live 	72.0	213072084	en	14899	False	False",,
"593891290535874560	@bbcdouglasf @humzayousaf guess really doesn't want pm? hardy scots definitely voting him!! #snp #ge15 	3.0	1392282380	en	90	False	False",,
"593891291345334272	@jonnygeller @lalamandi2205 bonhomie dave went darkened room manifesto shredded clegg? 	544.0	18671865	en	1107	False	False",,
"593891291475357697	miliband hardens line: deal snp arse... #labourslost #murphyism 	53.0	29298598	en	39	False	False",,
"593891292310036480	@richh1337 @canton_chris weren't praising clegg then. pur cameron love 	33.0	2751120837	en	28	False	False",,
"593891292767215617	@celebs4indy @petehynd @irvinewelsh red tories blue tories yellow tories they're bleedin' same! 	2404.0	71529145	en	2164	False	False",,
"593891292846891008	@goodwinmj @labournhsjan nigel farage stands ukip implode 	221.0	3013267948	en	22	False	False",,
"593891293471858688	@ian_beckett @dailymirror nick robinson spinning like crazy tories calls differently. brazen. 	29.0	408740041	en	122	False	False",,
"593891293446574080	bbc question time sketch: david cameron v miliband... liam byrne: special edition 2015 gen... 	7.0	2891886828	en	679	False	False",,
"593891294146990081	forget left-wing bias conservative bbc question time audience ever: david cameron expe... 	7.0	2891886828	en	679	False	False",,
"593891294847447041	bbc question time: miliband savaged economic record: miliband labour leader refuses ac... 	7.0	2891886828	en	679	False	False",,
"593891297557090304	@craig4cardiffn tories done enough stop dodging 3200+ benefit fraud &amp; 300 tax avoidance loses 	205.0	1449044228	en	295	False	False",,
"593891297963941888	@louisemensch makes laugh polls tories ahead labour supporters ditto 	4019.0	233646664	en	1263	False	False",,
"593891298240790528	@yesalliance59 think took strategic view. knows scotland lost played english voters anti-snp stance. needs seats eng. 	70.0	472350673	en	311	False	False",,
"593891300732215297	milliband's suicide note tonight driven desperation awareness dire straights party scotland. #selfinflicted 	49084.0	569900167	en	3993	False	False",,
"593891300778217472	bbc question time sketch: david cameron v miliband... liam byrne: special edition 2015 gen... 	0.0	3005651439	en	31	False	False",,
"593891301591908352	forget left-wing bias conservative bbc question time audience ever: david cameron expe... 	0.0	3005651439	en	31	False	False",,
"593891302346915840	bbc question time: miliband savaged economic record: miliband labour leader refuses ac... 	0.0	3005651439	en	31	False	False",,
"593891302909091840	""@ed_miliband """"what's name"""" """" going answer directly"""" scripted guy!! ridiculously annoying 😝 #ge15 #snp #votesnp ""	107.0	1340380988	en	95	False	False",,
"593891303076704256	miliband trending ireland ranking 9 	0.0	2644850083	en	1024	False	False",,
"593891302938431490	@louisemensch try local hunt good tory support #allinittogether 	762.0	1201405195	en	339	False	False",,
"593891303550808064	farage got show? #bbc 	160.0	21927106	en	140	False	False",,
"593891303550758912	@sirgully @ladonna196153 @daniel__brookes @jackiefletcher4 supporters #ukip nothing nothing less 	407.0	243008441	en	2986	False	False",,
"593891303051505664	leaders dealt tv grilling: carole walker gives verdict david cameron nick c... #muhamadjabal 	6.0	1476813200	en	103	False	False",,
"593891304951586818	snp leader faces audience questions: nicola sturgeon grilled snp's role westmins... #muhamadjabal 	6.0	1476813200	en	103	False	False",,
"593891305798897664	@stuartdillon1 @owenjones84 course not. people voting tory england. snp would block tories miliband. 	30993.0	1490133535	en	2483	False	False",,
"593891305916346368	depths #electoral behaviour descended? sadly @oflynnmep correct #tacticalvoting necessary. 	1.0	257445744	en	96	False	False",,
"593891306537095169	@blairmcdougall @scottishlabour @scotlandtonight @bbcqt without snp labour get chance stale mate! 	9857.0	131786636	en	2395	False	False",,
"593891306784567296	make sure make right decision vote. #generalelection #gameofthrones #election2015 #ukip 	3954.0	1077071396	en	1296	False	False",,
"593891306046410754	sun 20150501: bojo tells ukippers: vote ukip h/t @suttonnick #tomorrowspaperstoday #ukip 	5020.0	2491845824	en	2266	False	False",,
"593891308785311744	remember tories objecting labour's biggest hospital building programme nhs ever seen? neither. #bbcqt 	2856.0	72846747	en	917	False	False",,
"593891309355716609	someone thought alright turns round says they're voting ukip 	1154.0	446055970	en	207	False	False",,
"593891313101176832	wow miliband really say he'd accept opposition deal *of kind whatsoever* snp. 	728.0	9408242	en	811	False	False",,
"593891313285750784	@thelastleg milliband knees gobbling brands ball's. #everyvotecounts #millibrandcuts 	18.0	27016893	en	35	False	False",,
"593891314292412416	miliband drinking david cameron's glass? #nopunintended #questiontime 	70.0	91719538	en	152	False	False",,
"593891314715926528	leaders dealt tv grilling: carole walker gives verdict david cameron nick c... #muhamadjabal 	0.0	1910623075	en	44	False	False",,
"593891315290628096	@thelastleg #isitok think old labour union puppets without influence new labour 2nd division tories... 	39.0	588387794	en	43	False	False",,
"593891315412271104	@petewishart @davidpbmaddox good hope translates another #snp landslide holyrood next year even though don't want cameron &amp; co 	130.0	2216559078	en	5	False	False",,
"593891315546509312	@david_cameron self thy got rid illegal people country would better 	50.0	449145372	en	32	False	False",,
"593891315957551104	yes alright miliband slipped stage. tories making meal opinion. stick politics playground banter… 	30.0	300418979	en	114	False	False",,
"593891316427161601	snp leader faces audience questions: nicola sturgeon grilled snp's role westmins... #muhamadjabal 	0.0	1910623075	en	44	False	False",,
"593891317811412993	@jimforscotland hates democratically elected snp much stand back let tories rather talk nasty nats 	163.0	67889884	en	72	False	False",,
"593891318327320576	wrong spelling miliband trending correct one. good job britain. 	222.0	436067591	en	72	False	False",,
"593891318935330818	23 seats stop miliband snp. let's get #securetherecovery: 	1.0	45372681	en	237	False	False",,
"593891319916834816	hmm lets hope uk doesn't go way aust politically socially last 18 months #dejavu 	22.0	98025465	en	22	False	False",,
"593891319237349376	23 seats stop miliband snp. let's get #securetherecovery: 	1.0	1497620376	en	84	False	False",,
"593891320357335040	@ed_miliband doesn't want government means coalition snp think he's granted wish 	6009.0	101345106	en	1671	False	False",,
"593891320445456385	@jimforscotland millibands letting tories cretin 	6347.0	1562751306	en	448	False	False",,
"593891323016536064	consensus real world cameron lied &amp; failed answer questions &amp; cut child benefit #bbcqt 	1099.0	219423023	en	3648	False	False",,
"593891323998003200	ja ja collega's stop maar vast een bahco de dokterstas #zorg 	2822.0	227488865	nl	343	False	False",,
"593891326799835136	every time david cameron says feels pumped kitten dies #lastleg 	769.0	44422732	en	615	False	False",,
"593891327458283520	@celeancamp debated much must runner; stops snp tracks! 	1592.0	22845745	en	429	False	False",,
"593891328032833536	""refer leaders tories labour lib dems """"the three amigos"""" need get grip ""	44.0	27663445	en	231	False	False",,
"593891329345720321	""noticed miliband said wouldn't deal snp yesterday. thought """"that's new!"""" one else seemed notice. today everyone has. ""	0.0	886961658	en	96	False	False",,
"593891329865809920	#ge15 #ge2015 #leadersdebate #skypapers #bbcpapers #newsnight #r4today #bbcnews #skynews #itvnews #c4news #murnaghan 	2989.0	19815513	und	1045	False	False",,
"593891330545319938	latest yougov poll (29 30 apr): lab 35% (+1) con 34% (-1) ukip 12% (-) ldem 8% (-1) grn 5% (+1) 	417.0	42910254	en	1544	False	False",,
"593891331526762496	want completely clear too. #labour part scottish history period. 	785.0	19460125	en	1932	False	False",,
"593891331547766785	@davidcornock @itvwales @ed_miliband @plaid_cymru he'd rather deal tories listen blunkett today! 	528.0	156883002	en	302	False	False",,
"593891448090697729	milliband really say he'd rather tory goverenment labour/#snp coalition? labour's death knell. 	689.0	277953736	en	590	False	False",,
"593891448564494336	miliband's outburst means westminster election officially english election. #scotnight 	737.0	573953812	en	1545	False	False",,
"593891450082963456	@daniboy104 @ahairybiker really need read history. even callaghan blame snp fall dying government 	369.0	1228300466	en	4468	False	False",,
"593891450758234114	tory voters concerned benefits tories cut. benefits don't figure lives tory voters. #labour #nhs #carers 	10694.0	711093105	en	157	False	False",,
"593891451475513344	#isitok think dragons den must porn david cameron? @thelastleg 	1937.0	20695179	en	438	False	False",,
"593891451358031872	""@mikeyguitar_ """"this charming man desert island smashing pumpkins song"""" david cameron. ""	21.0	3041813347	en	38	False	False",,
"593891452293255168	snp leader faces audience questions: nicola sturgeon grilled snp's role westminster live 	498.0	805549904	en	357	False	False",,
"593891452633149441	dear tories- next time bribe 'slebs' support twitter it's probably best pick form coherent sentences #bbcqt 	2248.0	222725144	en	7673	False	False",,
"593891453832691712	forget scaremongering snp. real crisis hit tories win 	3.0	16399202	en	1501	False	False",,
"593891454440837120	eu one greatest things country economy. farage filthy racist. 	764.0	232545739	en	403	False	False",,
"593891456244383744	way miliband get power. we'd pay snp demands. #ge2015 	1.0	45372681	en	237	False	False",,
"593891455900483584	average #tory voter. 	107.0	40924479	fr	61	False	False",,
"593891456743395330	won't miliband rule deal snp? answer clear. #ge2015 	1.0	1497620376	en	84	False	False",,
"593891459763478528	@ed_miliband form @rustyrockets @davidcameron_mp sour grapes: 	795.0	3023933175	en	15	False	False",,
"593891459746639872	won't miliband rule deal snp? answer clear. #ge2015 	1.0	45372681	en	237	False	False",,
"593891460174385152	leaders dealt tv grilling: carole walker gives verdict david cameron nick clegg mi... 	15.0	1615254391	en	4942	False	False",,
"593891460505821184	miliband killed whatever chances @scottishlabour left... total idiot! he'd let tories in! #snp 	5688.0	34692284	en	1627	False	False",,
"593891460669374464	absolutely loved cameron clegg milliband's homage monty python question time tonight! #bbcqt #ge2015 	10.0	3074963805	en	72	False	False",,
"593891461927579648	snp leader faces audience questions: nicola sturgeon grilled snp's role westminster live 	15.0	1615254391	en	4942	False	False",,
"593891464226177025	@rachelreevesmp @bbc5live @annabel_giles thought wanted tougher welfare tories rachel? 	2064.0	21313645	en	1387	False	False",,
"593891467527073793	@bbcpolitics @debraruh ...even though wants cut £12bn. bbc party politcals tories now? 	63.0	61260065	en	6646	False	False",,
"593891470802886657	probbably offered editorship one suns 	242.0	2786273411	en	26	False	False",,
"593891470974853122	management course milliband think saying someone's name buys sincerity ! 	458.0	467802596	en	736	False	False",,
"593891470987423744	#votesnp 	857.0	591216847	und	106	False	False",,
"593891471406854145	visit #scotland advert #welshtouristboard #snp #bettertogether #spittingimage 	0.0	2359830594	en	0	False	False",,
"593891471280869376	way miliband get power. we'd pay snp demands. #ge2015 	1.0	45372681	en	237	False	False",,
"593891472715423745	way miliband get power. we'd pay snp demands. #ge2015 	1.0	45372681	en	237	False	False",,
"593891473067790337	david cameron sidestepping questions like jedi dodges lazer beams. 	17052.0	232675588	en	6655	False	False",,
"593891473894055936	frustrating thing debates questions aren't asked. miliband grilled snp dc grilled ukip. 	1670.0	358366491	en	1588	False	False",,
"593891474196004864	@greg_jenner lib dems fold watch already clegg said biggest party would determine hopefully gone! 	1023.0	61506460	en	1392	False	False",,
"593891474519027712	@bullseyebates i'd say prefer way tories running country rather labour either way mp's slimy twats 	3706.0	417366193	en	640	False	False",,
"593891474569330688	@adrianyalland @emily_kate_f @lisaforbes_ interesting. 	4527.0	338650627	en	717	False	False",,
"593891473550114816	way miliband get power. we'd pay snp demands. #ge2015 	1.0	1497620376	en	84	False	False",,
"593891475269652480	snp leader faces audience questions 	1.0	891687534	en	41	False	False",,
"593891476007845888	miliband stumbles cameron dodges 	0.0	556043515	en	13	False	False",,
"593891476762853376	snp leader faces audience questions 	0.0	514373035	en	33	False	False",,
"593891475764551680	watch: don't risk miliband snp. #ge2015 	1.0	45372681	en	237	False	False",,
"593891476578250752	watch: don't risk miliband snp. #ge2015 	1.0	1497620376	en	84	False	False",,
"593891478277087233	tory hacks called totally wrong. miliband perfect answered sounded mostly credible. 	28.0	467712709	en	65	False	False",,
"593891478465814528	way miliband get power. we'd pay snp demands. #ge2015 	1.0	1497620376	en	84	False	False",,
"593891478990032898	snp leader faces audience questions 	0.0	556043515	en	13	False	False",,
"593891481418657792	kebab gov poll: 10% cameron 25% miliband 5% clegg 60% kebabs. kebabs winners. vote kebabs. trust kebabs nothing else. 	2162.0	151546913	en	16129	False	False",,
"593891482659999744	cameron miliband apelan los indecisos una semana de las elecciones 	20.0	152055240	es	1689	False	False",,
"593891483088003072	@chrisbryant4mp @uklabour like trust milliband balls mean lol.. 	45.0	234816084	en	605	False	False",,
"593891483629006849	""bbcelection 2015 ask nicola """"would slab cabinet member effective snp backbencher?"""" tony blair gordon brown scottish. ""	1240.0	2542162278	en	94	False	False",,
"593891483977134082	@rebel_rock_on fact .tory supporter ( shame 	7878.0	2465171635	en	652	False	False",,
"593891484417531904	quite possible; leadership clegg (and keeping seat) utterly vital 	22.0	37655558	en	776	False	False",,
"593891485793144832	uk's labour leader miliband stumbles live tv questions voters #robottweets 	2.0	1384636009	en	1559	False	False",,
"593891489484255232	#bbcpapers can't pay tory declarations taxes 	23.0	2842575135	en	18	False	False",,
"593891490037944320	@david_ross86 @severincarrell rules deal snp doesn't tories... class traitor shoot sight... 	1032.0	346695325	en	89	False	False",,
"593891490608328705	@davidmacmillan3 @jimforscotland made keen don't get snp scotland voting labour #votetactically 	2572.0	458739705	en	2533	False	False",,
"593891491686277121	see people older falling ukip pr machine makes really sad know you're voting for? #ge2015 	772.0	26582849	en	372	False	False",,
"593891491463860224	“@stylemepretty: peach dresses oh-so beautiful florals: photo: tory williams #kuwait 	27.0	2851857140	en	10753	False	False",,
"593891491791015937	uk's labour leader miliband stumbles live tv questions voters 	3.0	121262614	en	1435	False	False",,
"593891492533526528	ok leaders debate cameron looked cool millibrand looked comfort zone nick clegg bought load votes 2nite thought gr8! 	30.0	23241665	en	1077	False	False",,
"593891492869058560	harbour feelings snp embarrassment. want split union never forget it. 	47.0	82205641	en	149	False	False",,
"593891493380804608	@larainbow @j_sutherland2 let guess. last labour government got us mess. they're words tories know 	243.0	1976070637	en	48	False	False",,
"593891493934338049	watch: question miliband must answer. #ge2015 	1.0	1497620376	en	84	False	False",,
"593891494471147520	watch: question miliband must answer. #ge2015 	1.0	45372681	en	237	False	False",,
"593891495570182144	@ed_miliband would rather see tories office work snp. self interested neo-liberal tribal scumbag is. vote plaid. 	442.0	402123866	en	499	False	False",,
"593891495490494464	tomorrow's front page: miliband savaged ‘lies’ spending #tomorrowspaperstoday 	1615.0	6107422	en	417462	True	False",,
"593891496316772352	won't miliband rule deal snp? answer clear. #ge2015 	1.0	1497620376	en	84	False	False",,
"593891496669138944	@alexcartwrighto @rich_falconer @jimforscotland don't work snp allowing tory's in. miliband said it. 	1260.0	3092710353	en	11	False	False",,
"593891496635584513	#ukip spokesman attacks hypocrisy #labour party whose meps voted common eu asylum policy. 	1724.0	60104479	en	1575	False	False",,
"593891497830920192	won't miliband rule deal snp? answer clear. #ge2015 	1.0	45372681	en	237	False	False",,
"593891498527215616	bbc still insist miliband pm next week!! 	1292.0	254946617	en	161	False	False",,
"593891499319959552	miliband gets vote see country send @kthopkins to? vote syria! 	515.0	20644148	en	1654	False	False",,
"593891500846501888	leaders dealt tv grilling: carole walker gives verdict david cameron nick clegg mi... 	0.0	2257476344	en	441	False	False",,
"593891501639409664	watch: don't risk miliband snp. #ge2015 	1.0	1497620376	en	84	False	False",,
"593891502817976321	labour doesn't side snp labour never power man worse jim what. 	682.0	307577717	en	2881	False	False",,
"593891502943670272	snp leader faces audience questions: nicola sturgeon grilled snp's role westminster live 	0.0	2257476344	en	441	False	False",,
"593891502880911361	won't miliband rule deal snp? answer clear. #ge2015 	1.0	45372681	en	237	False	False",,
"593891503329640448	@epipsychidion86 @suey2y snp riding high rightly so. moment deal. 	2834.0	15229944	en	2997	False	False",,
"593891502717345792	@ukip @conservatives @uklabour tory @rotherhamis may vote @ukip lived kendal vote @libdems tim farron.qed 	1833.0	86709147	en	412	False	False",,
"593891618295545857	@wingsscotland miliband actually said would rather let tories deal snp oops (twat) 	23406.0	2852040209	en	6200	False	False",,
"593891617494462464	el què s' entén dels britànics és perquè tracten com aliat poc legítim un snp fort. si els volen perquè els deixen marxar? 	1697.0	182836552	es	2307	False	False",,
"593891619117629440	im defo voting snp 	628.0	123923347	en	332	False	False",,
"593891620719894529	@blairmcdougall @bbcdouglasf getting government exactly without explicit backing snp? osmosis? backing = govt. 	1503.0	51600475	en	606	False	False",,
"593891622280044544	#openfollow snp leader faces audience questions: nicola sturgeon grilled snp's ro... #teamfollowback 	0.0	2383452466	en	2022	False	False",,
"593891624612073473	@britainelects ukip vote ripe squeezing 	1923.0	201961406	en	476	False	False",,
"593891624939331585	fuck snp 	2150.0	1507193052	en	464	False	False",,
"593891625220321281	@hwoodward76 @jakeyt23 forget cameron miliband vote del figgalo‼️ 	1323.0	962899914	en	697	False	False",,
"593891625438466048	@ladyhaja snp win 59 59 scottish seats (still unlikely gloriously possible) theyreally don't cow tow bloody labour 1/2 	3928.0	18645954	en	1274	False	False",,
