	id	text	user.favourites_count	user.id	lang	user.followers_count	user.verified	truncated
41	593891127918485504	and like libdem leader mr c said, he had to make hard and brave decision 5yrs ago, to save britain becm like greece; huge impact stories 	7.0	633315980	en	49	False	False
42	593891129713635329	i see @bbcnickrobinson is doing his best to spin this for the tories. lame. predictable and lame. #bbcqt 	213.0	285775472	en	106	False	False
43	593891129835319300	@danielmancip yes i'm not a nationalist ... i don't vote snp, won't vote snp - you however as a unionist are a nationalist 	766.0	152590861	en	660	False	False
44	593891131701784576	@johnmcternan @lenathehyena @uklabour @ed_miliband try going to queen to form a gov with fewer mps than tories and with no deal in place. 	391.0	181710337	en	2143	False	False
45	593891133706612737	@simonk133 @roadto326 still think tories a nose in front. 	185.0	229881862	en	708	False	False
46	593891122541240320	watch: ed miliband trips off the stage following question time leaders special 	5.0	2768062344	en	492	False	False
47	593891133782102016	.@ed_miliband 'nodded' to keeping austerity, but to his own formula. i, too, was surprised he didn't expand. 	11293.0	267348157	en	19819	True	False
48	593891123183099906	ed miliband fell of stage... how is he going to run the country?!?!?!???? 	953.0	363838141	en	199	False	False
49	593891121194995712	fair point...... 	83.0	19286879	en	662	False	False
50	593891129835319300	@danielmancip yes i'm not a nationalist ... i don't vote snp, won't vote snp - you however as a unionist are a nationalist 	766.0	152590861	en	660	False	False
51	593891131701784576	@johnmcternan @lenathehyena @uklabour @ed_miliband try going to queen to form a gov with fewer mps than tories and with no deal in place. 	391.0	181710337	en	2143	False	False
52	593891136856522752	"@mrjamesmack in what conceivable situation could the snp vote against labour (bar trident) without compromising on ""locking the tories out""? "	7364.0	132488742	en	4095	False	False
53	593891137502486528	no surprise there #ukip “@perform: 	171.0	19438874	en	118	False	False
54	593891137372422144	@johnhemming4mp forgot to copy @jessphillips in on that one. ops. fair chance of rebuttal. figs are pretty clear: @libdem record better :) 	1627.0	3089457348	en	150	False	False
55	593891137611530240	some daft fucker has given the ukip bigots the internet password tonight. they are licking their screens as they type! 	515.0	20644148	en	1654	False	False
56	593891137905152002	here endeth the union! @the45storm @jimforscotland @ed_miliband 	381.0	623199094	en	201	False	False
57	593891138521694208	vote no to stop #alexsalmond's crazy political career plan will ruin the country #referendum #snp #alexsalmond 	0.0	2214487806	en	128 	False	False
58	593891138798538754	tonight's question time special with cameron, milliband &amp; clegg was an ideal moment for a couple of games of bullshit bingo. 	9.0	44975982	en	26	False	False
59	593891139222142977	@andrewcoleman1 @bbcjamescook @nicolasturgeon they said they would but milliband saying he'd rather tory govt than snp backing #redtories? 	241.0	1566348276	en	5	False	False
60	593891139775799296	"why does dc have a face for every occasion? like the ham actors in a ""b"" movie. "	3197.0	476178648	en	72	False	False
61	593891140585291776	as someone who is going to grimly, disappointedly go and vote labour again this time round, please, stop ruling out snp deals. 	820.0	63112703	en	915	False	False
62	593891141214445568	@cigar117 farage and carswell only likely, maybe 1 or 2 others. need strong showing by orange book lib dems. clegg looks like a gonner. 	831.0	148893653	en	517	False	False
63	593891141302484993	david cameron's father left assets in offshore tax haven to his family 	693.0	246218218	en	639	False	False
64	593891141990383616	@yetigcreature @royhendo nobody but ukip will want to cosy up to the tories - both labour and snp know this. 	63.0	61260065	en	6646	False	False
65	593891141914894337	kezia doll stop making a pure clown of yourself hen !!! #snp 	667.0	311013749	en	4397	False	False
66	593891142762106880	i just reeeeally cannot stand david cameron 	1427.0	331841999	en	184	False	False
67	593891143114448898	@thimbleofgrace which ukip policy did you agree with? 	2.0	260718048	en	285	False	False
68	593891143781322752	@ed_miliband - forget coalition would be disaster for snp.you'll need their votes so be realistic here .if you agree-what's the problem? 	11.0	312260372	en	9	False	False
69	593891145157091330	why do they keep acting like alex salmond is still the leader of the snp? must be cause their shitting themselves from the boss sturgeon 	9951.0	30663751	en	4687	False	False
70	593891147438804992	@graceymurph safe to vote snp and the tories won't get in, and the tories will get loads off ukip voters scared of the snp 	5333.0	282239501	en	537	False	False
71	593891146939629569	@naebd and y'know, the tories not voting down supply bills. like they did that one time. 	77.0	281191949	en	29	False	False
72	593891149041037312	@garrynewman the audience's time with nick clegg was irritating. heckled rather than asking him important policy questions. 	50.0	251143143	en	38	False	False
73	593891149397553152	@vauseswans mum... , da d.... i'm ukip 	2023.0	2563977368	en	604	False	False
74	593891150517432320	how can ed miliband form a minority government without some kind of tacit deal with the snp? 	10261.0	31744602	en	1205	False	False
75	593891152312537088	@james_askwith @themockneyrebel @scottieh419 #ukip ppcs are either silent when asked, or refuse to endorse what their party stands for 	1.0	2834451297	en	2	False	False
76	593891152249622529	these pundits talking about reaction of #bbcqt audience is ludicrous. on the bbc's own admission half of them were tories &amp; libdens 	97.0	49682880	en	9779	True	False
77	593891152186609664	@shauntberry @telegraph no it wasn't fair. why only asked ed abt non-dorm? why not cameron and clegg? it was fucking stacked. 	5171.0	2691299250	en	86	False	False
78	593891153243709441	@blowmonkey1 @thesnp no deals, no coalition - quite clear. the only way to keep the tories out is to vote #scottishlabour no other way. 	2402.0	522621355	en	2814	False	False
79	593891155676389377	#election2015 nick clegg risks losing his seat in general election 	1.0	3091720035	en	39	False	False
80	593891157802917888	some of cameron's lies in more detail... 	39.0	707211553	en	231	False	False
81	593891157546926080	miliband stumbles, cameron dodges 	0.0	323685593	en	294	False	False
82	593891279106355200	@chunkymark @owenjones84 lab going to hand the torys keys to downing st to keep out snp. can't blame snp now folks ed will sell yous out😂 	155.0	81104565	en	1185	False	False
83	593891279542550528	"@thelastleg russell forces miliband to say ""hapax mogolgnon"" #milibrand "	29.0	2725672799	en	7	False	False
84	593891279701946368	#suzanne evans this lady is a little gem. straight talking, intelligent fierce ukip warrior. what you see is what you get. love the honesty. 	886.0	247219290	en	710	False	False
85	593891280243003392	you are misinformed.if you do actually want to learn about ukip, feel free. 	12311.0	23804708	en	1497	False	False
86	593891281610346497	not even inspector gadget could find your dignity, fam 	38242.0	18735523	en	1575	False	False
87	593891282507948032	@davidbush that we can agree on. you over the border in scotland? i'm in safe tory seat not seen our tory candidate /shrug ukip/ld busy here 	82.0	198534138	en	20	False	False
88	593891282965176320	@jameslee42 @steverholmes snp won't abstain from a left-leaning programme of minority govt. they'd be crucified in scotland. 	67.0	506454870	en	521	False	False
89	593891283778822144	if miliband doesn't think the last labour government overspent then there is no way him and his party can be trusted with the economy 	1674.0	2472150724	en	115	False	False
90	593891284747563008	#politics: bbc question time sketch: david cameron v ed miliband... and liam byrne: in a spe... via .@thenewshype 	49.0	2594358360	en	559	False	False
91	593891285037101056	david cameron confidant promotes forced depopulation of muslims in europe via @writersofcolour 	5643.0	1561448815	en	20585	False	False
92	593891287142535168	#politics: bbc question time: ed miliband savaged over his economic record: ed miliband, the... via .@thenewshype 	49.0	2594358360	en	559	False	False
93	593891287285137408	how leaders dealt with tv grilling: carole walker gives her verdict on how david cameron, nick clegg and ed mi... 	72.0	213072084	en	14899	False	False
94	593891287721517056	“@msmithsonpb: figures from tonight's yougov/sun poll : con 34%, lab 35%, ld 8%, ukip 12%, grn 5%” spin this @toadmeister you total tit. 	663.0	14175042	en	266	False	False
95	593891288677777408	wish david cameron asked a member of the audience if they were an ostrich #bbcqt 	1731.0	19681383	en	608	False	False
96	593891288996384769	"""david cameron: smooth, smiley but unconvincing"" #bbcqt "	4220.0	272012514	en	773	False	False
97	593891290040967169	@bbcnickrobinson @ed_miliband nick,will you be spending election night with the camerons? blatent tory bias from you all night. 	1533.0	1322926249	en	278	False	False
98	593891289902354432	snp leader faces audience questions: nicola sturgeon is grilled about the snp's role at westminster by a live ... 	72.0	213072084	en	14899	False	False
99	593891290535874560	@bbcdouglasf @humzayousaf i guess he really doesn't want to be pm? the hardy scots will definitely not be voting for him!! #snp #ge15 	3.0	1392282380	en	90	False	False
100	593891291345334272	@jonnygeller @lalamandi2205 was this bonhomie before or after dave went into the darkened room to have his manifesto shredded by clegg? 	544.0	18671865	en	1107	False	False
101	593891291475357697	"""@guardiannews: miliband hardens his line: i will not do deal with snp ... what an arse... #labourslost #murphyism "	53.0	29298598	en	39	False	False
102	593891292310036480	@richh1337 @canton_chris you weren't praising clegg then. that was pur cameron love in lol 	33.0	2751120837	en	28	False	False
103	593891292767215617	@celebs4indy @petehynd @irvinewelsh red tories, blue tories, yellow tories - they're all the bleedin' same! 	2404.0	71529145	en	2164	False	False
104	593891292846891008	@goodwinmj @labournhsjan if nigel farage stands down, then ukip will implode 	221.0	3013267948	en	22	False	False
105	593891293471858688	@ian_beckett @dailymirror nick robinson, spinning like crazy for the tories calls it differently. brazen. 	29.0	408740041	en	122	False	False
106	593891293446574080	bbc question time sketch: david cameron v ed miliband... and liam byrne: in a special edition for the 2015 gen... 	7.0	2891886828	en	679	False	False
107	593891294146990081	forget left-wing bias - this was the most conservative bbc question time audience ever: david cameron was expe... 	7.0	2891886828	en	679	False	False
108	593891294847447041	bbc question time: ed miliband savaged over his economic record: ed miliband, the labour leader, refuses to ac... 	7.0	2891886828	en	679	False	False
109	593891297557090304	@craig4cardiffn tories not done enough to stop dodging 3200+ on benefit fraud &amp; just 300 on tax avoidance loses more 	205.0	1449044228	en	295	False	False
110	593891297963941888	@louisemensch what makes me laugh is that you only tweet polls with tories ahead and labour supporters ditto 	4019.0	233646664	en	1263	False	False
111	593891298240790528	@yesalliance59 think he took strategic view. knows scotland lost so he played to english voters with anti-snp stance. he needs seats in eng. 	70.0	472350673	en	311	False	False
112	593891300732215297	milliband's suicide note tonight was driven by desperation and awareness of the dire straights of his party in scotland. #selfinflicted 	49084.0	569900167	en	3993	False	False
113	593891300778217472	bbc question time sketch: david cameron v ed miliband... and liam byrne: in a special edition for the 2015 gen... 	0.0	3005651439	en	31	False	False
114	593891301591908352	forget left-wing bias - this was the most conservative bbc question time audience ever: david cameron was expe... 	0.0	3005651439	en	31	False	False
115	593891302346915840	bbc question time: ed miliband savaged over his economic record: ed miliband, the labour leader, refuses to ac... 	0.0	3005651439	en	31	False	False
116	593891302909091840	"@ed_miliband ""what's your name"" "" i'm going to answer that directly"" how scripted is this guy!! ridiculously annoying 😝 #ge15 #snp #votesnp "	107.0	1340380988	en	95	False	False
117	593891303076704256	ed miliband is now trending in ireland, ranking 9 	0.0	2644850083	en	1024	False	False
118	593891302938431490	@louisemensch try the local hunt should be good tory support there #allinittogether 	762.0	1201405195	en	339	False	False
119	593891303550808064	why has farage got his own show? #bbc 	160.0	21927106	en	140	False	False
120	593891303550758912	@sirgully @ladonna196153 @daniel__brookes @jackiefletcher4 you are the supporters of #ukip nothing more nothing less 	407.0	243008441	en	2986	False	False
121	593891303051505664	how leaders dealt with tv grilling: carole walker gives her verdict on how david cameron, nick c... #muhamadjabal 	6.0	1476813200	en	103	False	False
122	593891304951586818	snp leader faces audience questions: nicola sturgeon is grilled about the snp's role at westmins... #muhamadjabal 	6.0	1476813200	en	103	False	False
123	593891305798897664	@stuartdillon1 @owenjones84 no of course not. the only people voting tory are in england. snp would block tories over to miliband. 	30993.0	1490133535	en	2483	False	False
124	593891305916346368	to what depths has our #electoral behaviour descended? sadly @oflynnmep is correct and #tacticalvoting is necessary. 	1.0	257445744	en	96	False	False
125	593891306537095169	@blairmcdougall @scottishlabour @scotlandtonight @bbcqt lol without snp labour will not get that chance stale mate! 	9857.0	131786636	en	2395	False	False
126	593891306784567296	make sure you make the right decision when you vote. #generalelection #gameofthrones #election2015 #ukip 	3954.0	1077071396	en	1296	False	False
127	593891306046410754	the sun 20150501: bojo tells ukippers: vote ukip h/t @suttonnick #tomorrowspaperstoday #ukip 	5020.0	2491845824	en	2266	False	False
128	593891308785311744	remember the tories objecting to labour's biggest hospital building programme the nhs has ever seen? me neither. #bbcqt 	2856.0	72846747	en	917	False	False
129	593891309355716609	when someone you thought was alright turns round and says they're voting ukip 	1154.0	446055970	en	207	False	False
130	593891313101176832	wow, miliband really did say he'd accept opposition over a deal *of any kind whatsoever* with the snp. 	728.0	9408242	en	811	False	False
131	593891313285750784	@thelastleg milliband on his knees gobbling brands ball's. #everyvotecounts #millibrandcuts 	18.0	27016893	en	35	False	False
132	593891314292412416	is ed miliband drinking out of david cameron's glass? #nopunintended #questiontime 	70.0	91719538	en	152	False	False
133	593891314715926528	how leaders dealt with tv grilling: carole walker gives her verdict on how david cameron, nick c... #muhamadjabal 	0.0	1910623075	en	44	False	False
134	593891315290628096	@thelastleg #isitok to think that the old labour were just union puppets but without their influence new labour are a 2nd division tories... 	39.0	588387794	en	43	False	False
135	593891315412271104	@petewishart @davidpbmaddox good hope it translates into another #snp landslide at holyrood next year even though i don't want cameron &amp; co 	130.0	2216559078	en	5	False	False
136	593891315546509312	@david_cameron is only out for him self if thy got rid of the illegal people this country would better of 	50.0	449145372	en	32	False	False
137	593891315957551104	yes alright, miliband slipped off the stage. tories making a meal of it in my opinion. stick to politics, not playground banter… 	30.0	300418979	en	114	False	False
138	593891316427161601	snp leader faces audience questions: nicola sturgeon is grilled about the snp's role at westmins... #muhamadjabal 	0.0	1910623075	en	44	False	False
139	593891317811412993	@jimforscotland ed hates the democratically elected snp that much he will stand back and let tories in rather than talk to those nasty nats 	163.0	67889884	en	72	False	False
140	593891318327320576	the wrong spelling of ed miliband is trending, but not the correct one. good job, britain. 	222.0	436067591	en	72	False	False
141	593891318935330818	just 23 seats to stop ed miliband and the snp. let's get out there and #securetherecovery: 	1.0	45372681	en	237	False	False
142	593891319916834816	hmm lets hope uk doesn't go the same way aust has politically and socially over the last 18 months #dejavu 	22.0	98025465	en	22	False	False
143	593891319237349376	just 23 seats to stop ed miliband and the snp. let's get out there and #securetherecovery: 	1.0	1497620376	en	84	False	False
144	593891320357335040	@ed_miliband doesn't want to be in government if means being in coalition with the snp i think he's about to be granted his wish 	6009.0	101345106	en	1671	False	False
145	593891320445456385	@jimforscotland millibands letting tories in u cretin 	6347.0	1562751306	en	448	False	False
146	593891323016536064	the consensus out in the real world is cameron lied &amp; failed to answer questions &amp; will cut child benefit #bbcqt 	1099.0	219423023	en	3648	False	False
147	593891323998003200	ja, ja, collega's stop maar vast een bahco in de dokterstas #zorg 	2822.0	227488865	nl	343	False	False
148	593891326799835136	every time david cameron says he feels pumped up a kitten dies #lastleg 	769.0	44422732	en	615	False	False
149	593891327458283520	@celeancamp not debated much, but must be a runner; stops the snp in their tracks! 	1592.0	22845745	en	429	False	False
150	593891328032833536	"if you refer to the leaders of the tories, labour and lib dems as ""the three amigos"" you need to get a grip of yourself "	44.0	27663445	en	231	False	False
151	593891329345720321	"i noticed miliband said he wouldn't do a deal with snp yesterday. i thought ""that's new!"" no one else seemed to notice. today everyone has. "	0.0	886961658	en	96	False	False
152	593891329865809920	#ge15 #ge2015 #leadersdebate #skypapers #bbcpapers #newsnight #r4today #bbcnews #skynews #itvnews #c4news #murnaghan 	2989.0	19815513	und	1045	False	False
153	593891330545319938	latest yougov poll (29 - 30 apr): lab - 35% (+1) con - 34% (-1) ukip - 12% (-) ldem - 8% (-1) grn - 5% (+1) 	417.0	42910254	en	1544	False	False
154	593891331526762496	i want to be completely clear too. #labour are now part of scottish history, period. 	785.0	19460125	en	1932	False	False
155	593891331547766785	@davidcornock @itvwales @ed_miliband @plaid_cymru he'd rather deal with the tories - just listen to blunkett today! 	528.0	156883002	en	302	False	False
156	593891448090697729	did milliband really say he'd rather have a tory goverenment than a labour/#snp coalition? labour's death knell. 	689.0	277953736	en	590	False	False
157	593891448564494336	miliband's outburst means the westminster election is now officially an english election. #scotnight 	737.0	573953812	en	1545	False	False
158	593891450082963456	@daniboy104 @ahairybiker you really need to read your history. even callaghan did not blame snp for the fall of his dying government 	369.0	1228300466	en	4468	False	False
159	593891450758234114	most tory voters not concerned which benefits tories will cut. benefits don't figure in the lives if most tory voters. #labour #nhs #carers 	10694.0	711093105	en	157	False	False
160	593891451475513344	#isitok to think that dragons den must be porn for david cameron? @thelastleg 	1937.0	20695179	en	438	False	False
161	593891451358031872	"@mikeyguitar_ ""this charming man is my desert island smashing pumpkins song"" - david cameron. "	21.0	3041813347	en	38	False	False
162	593891452293255168	snp leader faces audience questions: nicola sturgeon is grilled about the snp's role at westminster by a live ... 	498.0	805549904	en	357	False	False
163	593891452633149441	dear tories- next time you bribe 'slebs' to support you on twitter it's probably best to pick those who can form coherent sentences #bbcqt 	2248.0	222725144	en	7673	False	False
164	593891453832691712	forget scaremongering over the snp. the real crisis will hit if the tories win 	3.0	16399202	en	1501	False	False
165	593891454440837120	the eu is one of the greatest things for our country and economy. farage is a filthy racist. 	764.0	232545739	en	403	False	False
166	593891456244383744	this is the only way ed miliband can get into power. we'd all pay for snp demands. #ge2015 	1.0	45372681	en	237	False	False
167	593891455900483584	average #tory voter. 	107.0	40924479	fr	61	False	False
168	593891456743395330	why won't ed miliband rule out a deal with the snp? the answer is clear. #ge2015 	1.0	1497620376	en	84	False	False
169	593891459763478528	@ed_miliband was on form with @rustyrockets - @davidcameron_mp just sour grapes: 	795.0	3023933175	en	15	False	False
170	593891459746639872	why won't ed miliband rule out a deal with the snp? the answer is clear. #ge2015 	1.0	45372681	en	237	False	False
171	593891460174385152	how leaders dealt with tv grilling: carole walker gives her verdict on how david cameron, nick clegg and ed mi... 	15.0	1615254391	en	4942	False	False
172	593891460505821184	ed miliband has just killed whatever chances @scottishlabour had left... what a total idiot! he'd let tories in! #snp 	5688.0	34692284	en	1627	False	False
173	593891460669374464	we absolutely loved cameron, clegg and milliband's homage to monty python on question time tonight! #bbcqt #ge2015 	10.0	3074963805	en	72	False	False
174	593891461927579648	snp leader faces audience questions: nicola sturgeon is grilled about the snp's role at westminster by a live ... 	15.0	1615254391	en	4942	False	False
175	593891464226177025	@rachelreevesmp @bbc5live @annabel_giles thought you wanted to be tougher on welfare than the tories rachel? 	2064.0	21313645	en	1387	False	False
176	593891467527073793	@bbcpolitics @debraruh ...even though he wants to cut it by £12bn. bbc doing their party politcals for the tories now? 	63.0	61260065	en	6646	False	False
177	593891470802886657	she has probbably been offered the editorship of one of the suns 	242.0	2786273411	en	26	False	False
178	593891470974853122	what management course has milliband been on to think saying someone's name buys sincerity ! 	458.0	467802596	en	736	False	False
179	593891470987423744	#votesnp 	857.0	591216847	und	106	False	False
180	593891471406854145	visit #scotland advert from the #welshtouristboard #snp #bettertogether #spittingimage 	0.0	2359830594	en	0	False	False
181	593891471280869376	this is the only way ed miliband can get into power. we'd all pay for snp demands. #ge2015 	1.0	45372681	en	237	False	False
182	593891472715423745	this is the only way ed miliband can get into power. we'd all pay for snp demands. #ge2015 	1.0	45372681	en	237	False	False
183	593891473067790337	david cameron sidestepping questions like a jedi dodges lazer beams. 	17052.0	232675588	en	6655	False	False
184	593891473894055936	the frustrating thing about these debates, are the questions that aren't asked. miliband was grilled re snp but dc not grilled about ukip. 	1670.0	358366491	en	1588	False	False
185	593891474196004864	@greg_jenner lib dems will fold in again - just watch - already clegg said biggest party would determine that but hopefully he will be gone! 	1023.0	61506460	en	1392	False	False
186	593891474519027712	@bullseyebates i'd have to say i prefer the way the tories are running the country rather than labour, but either way mp's are slimy twats 	3706.0	417366193	en	640	False	False
187	593891474569330688	@adrianyalland @emily_kate_f @lisaforbes_ interesting. 	4527.0	338650627	en	717	False	False
188	593891473550114816	this is the only way ed miliband can get into power. we'd all pay for snp demands. #ge2015 	1.0	1497620376	en	84	False	False
189	593891475269652480	snp leader faces audience questions 	1.0	891687534	en	41	False	False
190	593891476007845888	miliband stumbles, cameron dodges 	0.0	556043515	en	13	False	False
191	593891476762853376	snp leader faces audience questions 	0.0	514373035	en	33	False	False
192	593891475764551680	watch: don't risk it with ed miliband and the snp. #ge2015 	1.0	45372681	en	237	False	False
193	593891476578250752	watch: don't risk it with ed miliband and the snp. #ge2015 	1.0	1497620376	en	84	False	False
194	593891478277087233	tory hacks have called this totally wrong. miliband not perfect but answered more and sounded mostly credible. 	28.0	467712709	en	65	False	False
195	593891478465814528	this is the only way ed miliband can get into power. we'd all pay for snp demands. #ge2015 	1.0	1497620376	en	84	False	False
196	593891478990032898	snp leader faces audience questions 	0.0	556043515	en	13	False	False
197	593891481418657792	kebab gov poll: 10% cameron 25% miliband 5% clegg 60% kebabs. kebabs are the winners. vote for kebabs. trust in kebabs, nothing else. 	2162.0	151546913	en	16129	False	False
198	593891482659999744	cameron y miliband apelan a los indecisos a una semana de las elecciones 	20.0	152055240	es	1689	False	False
199	593891483088003072	@chrisbryant4mp @uklabour like they trust milliband and balls you mean lol.. 	45.0	234816084	en	605	False	False
200	593891483629006849	"bbcelection 2015 ask nicola ""would a slab cabinet member be more effective than snp backbencher?"" tony blair and gordon brown were scottish. "	1240.0	2542162278	en	94	False	False
201	593891483977134082	@rebel_rock_on fact .tory supporter ( shame on you 	7878.0	2465171635	en	652	False	False
202	593891484417531904	quite possible; and leadership of clegg (and him keeping seat) utterly vital then 	22.0	37655558	en	776	False	False
203	593891485793144832	uk's labour leader miliband stumbles after live tv questions from voters #robottweets 	2.0	1384636009	en	1559	False	False
204	593891489484255232	#bbcpapers can't pay for it with the tory declarations on taxes 	23.0	2842575135	en	18	False	False
205	593891490037944320	@david_ross86 @severincarrell rules out a deal with snp but doesn't do the same with the tories... class traitor shoot on sight... 	1032.0	346695325	en	89	False	False
206	593891490608328705	@davidmacmillan3 @jimforscotland am not made keen but if we don't we get the snp in scotland am voting labour to #votetactically 	2572.0	458739705	en	2533	False	False
207	593891491686277121	when i see people older than me falling for the ukip pr machine it makes me really sad, do you know what you're voting for? #ge2015 	772.0	26582849	en	372	False	False
208	593891491463860224	“@stylemepretty: peach dresses and oh-so beautiful florals: photo: tory williams #kuwait 	27.0	2851857140	en	10753	False	False
209	593891491791015937	uk's labour leader miliband stumbles after live tv questions from voters 	3.0	121262614	en	1435	False	False
210	593891492533526528	ok leaders debate cameron looked cool millibrand looked out of comfort zone but nick clegg bought a load of votes 2nite thought he was gr8! 	30.0	23241665	en	1077	False	False
211	593891492869058560	if you harbour any feelings for the snp you are an embarrassment. they want to split up the union, never forget it. 	47.0	82205641	en	149	False	False
212	593891493380804608	@larainbow @j_sutherland2 let me guess. it was the last labour government that got us into this mess. they're the only words all tories know 	243.0	1976070637	en	48	False	False
213	593891493934338049	watch: the question ed miliband must answer. #ge2015 	1.0	1497620376	en	84	False	False
214	593891494471147520	watch: the question ed miliband must answer. #ge2015 	1.0	45372681	en	237	False	False
215	593891495570182144	@ed_miliband would rather see tories in office than work with the snp. what a self interested neo-liberal tribal scumbag he is. vote plaid. 	442.0	402123866	en	499	False	False
216	593891495490494464	tomorrow's front page: miliband savaged for ‘lies’ over spending #tomorrowspaperstoday 	1615.0	6107422	en	417462	True	False
217	593891496316772352	why won't ed miliband rule out a deal with the snp? the answer is clear. #ge2015 	1.0	1497620376	en	84	False	False
218	593891496669138944	@alexcartwrighto @rich_falconer @jimforscotland if they don't work with the snp they are allowing the tory's in. miliband has just said it. 	1260.0	3092710353	en	11	False	False
